"name_old","name_new","class_old","class_new","value_old","value_new","missings","recodes"
"V043413F","V043413F","factor","factor","10. Negative - general|11. Negative - too long|12. Negative - too complicated|13. Negative - boring/tedious/repetitious|15. R wanted to stop before interview completed. After|20. R complained and/or interviewer observed that R was|22. R complained and/or interviewer observed that R was|30. R expressed (especially repeatedly) doubts/apologies/|31. R expressed (especially repeatedly) doubts/apologies/|40. R was agitated or stressed by interview PROCESS|41. R became angry at interview CONTENT|45. R became concerned about sampling purpose or bias:|50. R could not read Respondent Booklet|70. R appeared to enjoy the interview (R was cooperative|.","10. Negative - general|11. Negative - too long|12. Negative - too complicated|13. Negative - boring/tedious/repetitious|15. R wanted to stop before interview completed. After|20. R complained and/or interviewer observed that R was|22. R complained and/or interviewer observed that R was|30. R expressed (especially repeatedly) doubts/apologies/|31. R expressed (especially repeatedly) doubts/apologies/|40. R was agitated or stressed by interview PROCESS|41. R became angry at interview CONTENT|45. R became concerned about sampling purpose or bias:|50. R could not read Respondent Booklet|70. R appeared to enjoy the interview (R was cooperative|.","",""
"V043413G","V043413G","factor","factor","10. Negative - general|11. Negative - too long|12. Negative - too complicated|13. Negative - boring/tedious/repetitious|15. R wanted to stop before interview completed. After|20. R complained and/or interviewer observed that R was|22. R complained and/or interviewer observed that R was|30. R expressed (especially repeatedly) doubts/apologies/|31. R expressed (especially repeatedly) doubts/apologies/|40. R was agitated or stressed by interview PROCESS|41. R became angry at interview CONTENT|45. R became concerned about sampling purpose or bias:|50. R could not read Respondent Booklet|70. R appeared to enjoy the interview (R was cooperative|.","10. Negative - general|11. Negative - too long|12. Negative - too complicated|13. Negative - boring/tedious/repetitious|15. R wanted to stop before interview completed. After|20. R complained and/or interviewer observed that R was|22. R complained and/or interviewer observed that R was|30. R expressed (especially repeatedly) doubts/apologies/|31. R expressed (especially repeatedly) doubts/apologies/|40. R was agitated or stressed by interview PROCESS|41. R became angry at interview CONTENT|45. R became concerned about sampling purpose or bias:|50. R could not read Respondent Booklet|70. R appeared to enjoy the interview (R was cooperative|.","",""
"V044001","V044001","factor","factor","1. Standard turnout format;Pre patriotism questions|2. Experimental turnout format;Pre patriotism questions|3. Standard turnout format;Post patriotism questions|4. Experimental turnout format;Post patriotism question|.","1. Standard turnout format;Pre patriotism questions|2. Experimental turnout format;Pre patriotism questions|3. Standard turnout format;Post patriotism questions|4. Experimental turnout format;Post patriotism question|.","",""
"V044002","V044002","factor","factor","00. NA|11. November|12. December|.","00. NA|11. November|12. December|.","",""
"V044003","V044003","integer","integer",".",".","",""
"V044004","V044004","character","character",".",".","",""
"V044005","V044005","factor","factor","1. October 29, 2004 version|.","1. October 29, 2004 version|.","",""
"V044006","V044006","factor","factor","00. NA|11. November|12. December|.","00. NA|11. November|12. December|.","",""
"V044007","V044007","integer","integer",".",".","",""
"V044008","V044008","character","character",".",".","",""
"V044009","V044009","factor","factor","1. October 29, 2004 version|.","1. October 29, 2004 version|.","",""
"V044010A","V044010A","integer","integer",".",".","",""
"V044010B","V044010B","integer","integer",".",".","",""
"V044011","V044011","factor","factor","0. NA|1. IW conducted in 1 session|2. IW conducted in 2 sessions|3. IW conducted in 3 sessions|4. IW conducted in 4 sessions|.","0. NA|1. IW conducted in 1 session|2. IW conducted in 2 sessions|3. IW conducted in 3 sessions|4. IW conducted in 4 sessions|.","",""
"V044012","V044012","factor","factor","0. Post IW conducted using a single version of the instrumen|1. Post IW conducted using more than a single version|9. NA|.","0. Post IW conducted using a single version of the instrumen|1. Post IW conducted using more than a single version|9. NA|.","",""
"V044013","V044013","factor","factor","0. NA|1. One interviewer conducted the entire interview|2. Two interviewers conducted the interview|.","0. NA|1. One interviewer conducted the entire interview|2. Two interviewers conducted the interview|.","",""
"V044014A","V044014A","character","character",".",".","",""
"V044014B","V044014B","character","character","1106|1107|1109|1115|1116|1118|1120|1121|1201|1206|1215||.","1106|1107|1109|1115|1116|1118|1120|1121|1201|1206|1215||.","",""
"V044014C","V044014C","character","character","1111|1209||.","1111|1209||.","",""
"V044015A","V044015A","factor","factor","1. October 29, 2004 version|.","1. October 29, 2004 version|.","",""
"V044015B","V044015B","factor","factor","1. October 29, 2004 version|.","1. October 29, 2004 version|.","",""
"V044015C","V044015C","factor","factor","1. October 29, 2004 version|.","1. October 29, 2004 version|.","",""
"V044016A","V044016A","factor","factor","00. Interview completed in 1 session|01. Media module (A1-A8)|02. 1st budget module (E5-E5c)|03. Liberal-conservative scales (G4-G4a1)|04. Interventionism (G6-G6g)|05. Abortion (G7a-G7c)|06. Office recognition of political figures (J7-J7d1)|07. 1st sexism module (K4a-K4c)|08. Children's traits (N1-N1d)|09. Stereotypes (P4-P6d)|10. CSES module (Q1-Q28)|.","00. Interview completed in 1 session|01. Media module (A1-A8)|02. 1st budget module (E5-E5c)|03. Liberal-conservative scales (G4-G4a1)|04. Interventionism (G6-G6g)|05. Abortion (G7a-G7c)|06. Office recognition of political figures (J7-J7d1)|07. 1st sexism module (K4a-K4c)|08. Children's traits (N1-N1d)|09. Stereotypes (P4-P6d)|10. CSES module (Q1-Q28)|.","",""
"V044016B","V044016B","factor","factor","00. Interview completed in 1 session|01. Media module (A1-A8)|02. 1st budget module (E5-E5c)|03. Liberal-conservative scales (G4-G4a1)|04. Interventionism (G6-G6g)|05. Abortion (G7a-G7c)|06. Office recognition of political figures (J7-J7d1)|07. 1st sexism module (K4a-K4c)|08. Children's traits (N1-N1d)|09. Stereotypes (P4-P6d)|10. CSES module (Q1-Q28)|.","00. Interview completed in 1 session|01. Media module (A1-A8)|02. 1st budget module (E5-E5c)|03. Liberal-conservative scales (G4-G4a1)|04. Interventionism (G6-G6g)|05. Abortion (G7a-G7c)|06. Office recognition of political figures (J7-J7d1)|07. 1st sexism module (K4a-K4c)|08. Children's traits (N1-N1d)|09. Stereotypes (P4-P6d)|10. CSES module (Q1-Q28)|.","",""
"V044017","V044017","integer","integer",".",".","",""
"V044018","V044018","integer","integer",".",".","",""
"V044019","V044019","integer","integer",".",".","",""
"V044020","V044020","integer","integer",".",".","",""
"V044021","V044021","factor","factor","0. Not a refusal conversion situation|1. Refusal conversion|.","0. Not a refusal conversion situation|1. Refusal conversion|.","",""
"V044022","V044022","character","character",".",".","",""
"V044023","V044023","factor","factor","1. All interviews conducted face-to-face|.","1. All interviews conducted face-to-face|.","",""
"V044024","V044024","factor","factor","Completed interview|Final refusal by respondent|Final refusal, not by respondent|Refusal, conversion not attempted|Final no contact|Interview begun, not resumed|Non-interview, permanent condition|Non-interview, other reason|.","Completed interview|Final refusal by respondent|Final refusal, not by respondent|Refusal, conversion not attempted|Final no contact|Interview begun, not resumed|Non-interview, permanent condition|Non-interview, other reason|.","",""
"V044025","V044025","integer","integer",".",".","",""
"V044026","V044026","factor","factor","1. All interviews were conducted in English|.","1. All interviews were conducted in English|.","",""
"V044027","V044027","factor","factor","0. Not selected for verification|2. Verified, no inconsistencies|3. Verified with discrepancies|4. Failed verification|5. Unable to verify (unable to contact respondent)|6. Verification limit met (used when the case if flagged for|.","0. Not selected for verification|2. Verified, no inconsistencies|3. Verified with discrepancies|4. Failed verification|5. Unable to verify (unable to contact respondent)|6. Verification limit met (used when the case if flagged for|.","",""
"V044028","V044028","factor","factor","0. Not flagged for evaluation|1. Flagged for evaluation;not evaluated|2. Evaluated|.","0. Not flagged for evaluation|1. Flagged for evaluation;not evaluated|2. Evaluated|.","",""
"V044029","V044029","factor","factor","1. Yes, tape-recorded|5. No|.","1. Yes, tape-recorded|5. No|.","",""
"V044030","V044030","factor","factor","20. $20|50. $50|.","20. $20|50. $50|.","",""
"V044031","V044031","factor","factor","00. Respondent refused payment|20. $20|50. $50|99. NA|.","00. Respondent refused payment|20. $20|50. $50|99. NA|.","",""
"V044032","V044032","character","character",".",".","",""
"V044033","V044033","factor","factor","1. All respondents paid by check|.","1. All respondents paid by check|.","",""
"V044034","V044034","factor","factor","0. No Post-election incentive|.","0. No Post-election incentive|.","",""
"V044035","V044035","factor","factor","0. Persuasion letters not tracked|.","0. Persuasion letters not tracked|.","",""
"V044036A","V044036A","factor","factor","0. Positive comment not coded at any call|1. Positive comment coded for at least one call|.","0. Positive comment not coded at any call|1. Positive comment coded for at least one call|.","",""
"V044036B","V044036B","factor","factor","0. Time-delay comment not coded at any call|1. Time-delay comment coded for at least one call|.","0. Time-delay comment not coded at any call|1. Time-delay comment coded for at least one call|.","",""
"V044036C","V044036C","factor","factor","0. Negative comment not coded at any call|1. Negative comment coded for at least one call|.","0. Negative comment not coded at any call|1. Negative comment coded for at least one call|.","",""
"V044036D","V044036D","factor","factor","0. Eligibility comment not coded at any call|1. Eligibility comment coded for at least one call|.","0. Eligibility comment not coded at any call|1. Eligibility comment coded for at least one call|.","",""
"V044036E","V044036E","factor","factor","0. Privacy comment not coded at any call|1. Privacy comment coded for at least one call|.","0. Privacy comment not coded at any call|1. Privacy comment coded for at least one call|.","",""
"V044036F","V044036F","factor","factor","0. Political disinterest comment not coded at any call|1. Political disinterest comment coded for at least one call|.","0. Political disinterest comment not coded at any call|1. Political disinterest comment coded for at least one call|.","",""
"V044037A","V044037A","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037B","V044037B","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037C","V044037C","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037D","V044037D","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037E","V044037E","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037F","V044037F","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037G","V044037G","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037H","V044037H","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037J","V044037J","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037K","V044037K","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037M","V044037M","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037N","V044037N","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037P","V044037P","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037Q","V044037Q","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037R","V044037R","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037S","V044037S","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037T","V044037T","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037U","V044037U","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037V","V044037V","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037W","V044037W","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044037Y","V044037Y","factor","factor","1. Coded at 1 or more calls|5. Not coded|.","1. Coded at 1 or more calls|5. Not coded|.","",""
"V044038","V044038","factor","factor","0. Respondent did not initially refuse|1. Respondent initial refusal|.","0. Respondent did not initially refuse|1. Respondent initial refusal|.","",""
"V044039","V044039","factor","factor","0. Informant did not initially refuse|1. Informant initial refusal|.","0. Informant did not initially refuse|1. Informant initial refusal|.","",""
"V044101","V044101","integer","integer",".",".","",""
"V044101A","V044101A","integer","integer",".",".","",""
"V044102","V044102","integer","integer","1835779|37426796|46644514|58809065|69114547|71570049|.","1835779|37426796|46644514|58809065|69114547|71570049|.","",""
"V044103","V044103","factor","factor","0. NA.|1. Male.|5. Female.|.","0. NA.|1. Male.|5. Female.|.","",""
"V044104","V044104","factor","factor","0. NA.|1. High school graduate.|2. College graduate.|.","0. NA.|1. High school graduate.|2. College graduate.|.","",""
"V044105","V044105","factor","factor","0. NA.|1. White.|2. Nonwhite.|.","0. NA.|1. White.|2. Nonwhite.|.","",""
"V044106","V044106","factor","factor","0. NA.|1. Hispanic.|7. Other.|.","0. NA.|1. Hispanic.|7. Other.|.","",""
"V044107","V044107","factor","factor","0. Does not speak Spanish.|1. Speaks Spanish.|9. NA.|.","0. Does not speak Spanish.|1. Speaks Spanish.|9. NA.|.","",""
"V044108","V044108","factor","factor","0. NA.|1. 0-5 years.|2. 6-10 years.|3. 11 or more years.|.","0. NA.|1. 0-5 years.|2. 6-10 years.|3. 11 or more years.|.","",""
"V044109","V044109","factor","factor","0. NA.|1. 18-34 years.|2. 35-50 years.|3. 51-64 years.|4. 65 years or more.|.","0. NA.|1. 18-34 years.|2. 35-50 years.|3. 51-64 years.|4. 65 years or more.|.","",""
"V044201","V044201","factor","factor","0. No errors in the Post-election instrument|.","0. No errors in the Post-election instrument|.","",""
"V044401","V044401","factor","factor","1. John Kerry thermometer administered first (D1b)|2. Ralph Nader thermometer administered first (D1c)|.","1. John Kerry thermometer administered first (D1b)|2. Ralph Nader thermometer administered first (D1c)|.","",""
"V044402A","V044402A","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V044402B","V044402B","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V044402C","V044402C","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V044402D","V044402D","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|.","",""
"V044403A","V044403A","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","",""
"V044403B","V044403B","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","",""
"V044403C","V044403C","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","",""
"V044403D","V044403D","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","",""
"V044403E","V044403E","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","",""
"V044403F","V044403F","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|.","",""
"V044404A","V044404A","integer","integer",".",".","",""
"V044404B","V044404B","integer","integer",".",".","",""
"V044404C","V044404C","integer","integer",".",".","",""
"V044404D","V044404D","integer","integer",".",".","",""
"V044404E","V044404E","integer","integer",".",".","",""
"V044404F","V044404F","integer","integer",".",".","",""
"V044404G","V044404G","integer","integer",".",".","",""
"V044404H","V044404H","integer","integer",".",".","",""
"V044404J","V044404J","integer","integer",".",".","",""
"V044404K","V044404K","integer","integer",".",".","",""
"V044404M","V044404M","integer","integer",".",".","",""
"V044404N","V044404N","integer","integer",".",".","",""
"V044404P","V044404P","integer","integer",".",".","",""
"V044404Q","V044404Q","integer","integer",".",".","",""
"V044404R","V044404R","integer","integer",".",".","",""
"V044404S","V044404S","integer","integer",".",".","",""
"V044404T","V044404T","integer","integer",".",".","",""
"V044404U","V044404U","integer","integer",".",".","",""
"V044404V","V044404V","integer","integer",".",".","",""
"V044404W","V044404W","integer","integer",".",".","",""
"V044404Y","V044404Y","integer","integer",".",".","",""
"V044404Z","V044404Z","integer","integer",".",".","",""
"V044405A","V044405A","integer","integer",".",".","",""
"V044405B","V044405B","integer","integer",".",".","",""
"V044405C","V044405C","integer","integer",".",".","",""
"V044405D","V044405D","integer","integer",".",".","",""
"V044405E","V044405E","integer","integer",".",".","",""
"V044405F","V044405F","integer","integer",".",".","",""
"V044405G","V044405G","integer","integer",".",".","",""
"V044405H","V044405H","integer","integer",".",".","",""
"V044405J","V044405J","integer","integer",".",".","",""
"V044405K","V044405K","integer","integer",".",".","",""
"V044405M","V044405M","integer","integer",".",".","",""
"V044406A","V044406A","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","",""
"V044406B","V044406B","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","",""
"V044406C","V044406C","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","",""
"V044406D","V044406D","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","",""
"V044406E","V044406E","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","",""
"V044406F","V044406F","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","",""
"V044406G","V044406G","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","",""
"V044406H","V044406H","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","",""
"V044406J","V044406J","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|4. Administered 4th|5. Administered 5th|6. Administered 6th|7. Administered 7th|8. Administered 8th|9. Administered 9th|.","",""
"V044407","V044407","factor","factor","1. Democratic House candidate placement administered first (|2. Republican House candidate placement administered first (|.","1. Democratic House candidate placement administered first (|2. Republican House candidate placement administered first (|.","",""
"V044408","V044408","factor","factor","1. Democratic House candidate placement administered first (|2. Republican House candidate placement administered first (|.","1. Democratic House candidate placement administered first (|2. Republican House candidate placement administered first (|.","",""
"V044409","V044409","factor","factor","1. George Bush placement administered first (G6b)|2. John Kerry placement administered first (G6c)|.","1. George Bush placement administered first (G6b)|2. John Kerry placement administered first (G6c)|.","",""
"V044410","V044410","factor","factor","1. Democratic House candidate placement administered first (|2. Republican House candidate placement administered first (|.","1. Democratic House candidate placement administered first (|2. Republican House candidate placement administered first (|.","",""
"V044411","V044411","factor","factor","1. Democratic party placement administered first (G6f)|2. Republican party placement administered first (G6g)|.","1. Democratic party placement administered first (G6f)|2. Republican party placement administered first (G6g)|.","",""
"V044412","V044412","factor","factor","1. George Bush placement administered first (G7b)|2. John Kerry placement administered first (G7c)|.","1. George Bush placement administered first (G7b)|2. John Kerry placement administered first (G7c)|.","",""
"V044413","V044413","factor","factor","1. Democratic House candidate placement administered first (|2. Republican House candidate placement administered first (|.","1. Democratic House candidate placement administered first (|2. Republican House candidate placement administered first (|.","",""
"V044414","V044414","factor","factor","1. Democratic party placement administered first (G7f)|2. Republican party placement administered first (G7g)|.","1. Democratic party placement administered first (G7f)|2. Republican party placement administered first (G7g)|.","",""
"V044415A","V044415A","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","",""
"V044415B","V044415B","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","",""
"V044415C","V044415C","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","",""
"V044416A","V044416A","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","",""
"V044416B","V044416B","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","",""
"V044416C","V044416C","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","",""
"V044417A","V044417A","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","",""
"V044417B","V044417B","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","",""
"V044417C","V044417C","factor","factor","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","1. Administered 1st|2. Administered 2nd|3. Administered 3rd|.","",""
"V044501","V044501","character","character",".",".","",""
"V044502","V044502","factor","factor",".",".","",""
"V044503A","V044503A","character","character",".",".","",""
"V044503B","V044503B","factor","factor","31. Democratic candidate in open House race|33. Democratic House running incumbent|35. Democratic House challenger|.","31. Democratic candidate in open House race|33. Democratic House running incumbent|35. Democratic House challenger|.","",""
"V044503C","V044503C","factor","factor","1. Male|2. Female|.","1. Male|2. Female|.","",""
"V044504A","V044504A","character","character",".",".","",""
"V044504B","V044504B","factor","factor","32. Republican candidate in open House race|34. Republican House running incumbent|36. Republican House challenger|.","32. Republican candidate in open House race|34. Republican House running incumbent|36. Republican House challenger|.","",""
"V044504C","V044504C","factor","factor","1. Male|2. Female|.","1. Male|2. Female|.","",""
"V044505A","V044505A","character","character","Gonzalo ""Jun"" Policarpio|Patricia ""Pat"" Gray||.","Gonzalo ""Jun"" Policarpio|Patricia ""Pat"" Gray||.","",""
"V044505B","V044505B","factor","factor","37. Independent/3rd-party House candidate - nonincumbent|38. Independent/3rd-party House candidate - 2nd nonincumen|39. Independent/3rd-party House incumbent|.","37. Independent/3rd-party House candidate - nonincumbent|38. Independent/3rd-party House candidate - 2nd nonincumen|39. Independent/3rd-party House incumbent|.","",""
"V044505C","V044505C","factor","factor","1. Male|2. Female|.","1. Male|2. Female|.","",""
"V044505D","V044505D","character","character","For All Americans|Green||.","For All Americans|Green||.","",""
"V044506A","V044506A","character","character","Calvin M. ""Cal"" Dooley|Gerald D. ""Jerry"" Kleczka|Jack  Quinn|James C. ""Jim"" Greenwood|Michael Allen ""Mac"" Collins|Patrick J. ""Pat"" Toomey|Peter  Deutsch|Richard Andrew ""Dick"" Gephardt||.","Calvin M. ""Cal"" Dooley|Gerald D. ""Jerry"" Kleczka|Jack  Quinn|James C. ""Jim"" Greenwood|Michael Allen ""Mac"" Collins|Patrick J. ""Pat"" Toomey|Peter  Deutsch|Richard Andrew ""Dick"" Gephardt||.","",""
"V044506B","V044506B","factor","factor","41. Retiring Democratic House Representative|42. Retiring Republican House Representative|43. Retiring Independent/3rd-Party House Representative|.","41. Retiring Democratic House Representative|42. Retiring Republican House Representative|43. Retiring Independent/3rd-Party House Representative|.","",""
"V044506C","V044506C","factor","factor","1. Male|2. Female|.","1. Male|2. Female|.","",""
"V044507","V044507","factor","factor",".",".","",""
"V044508A","V044508A","character","character",".",".","",""
"V044508B","V044508B","factor","factor","01. Democratic candidate in open Senate race|03. Democratic Senate running incumbent|05. Democratic Senate challenger|.","01. Democratic candidate in open Senate race|03. Democratic Senate running incumbent|05. Democratic Senate challenger|.","",""
"V044508C","V044508C","factor","factor","1. Male|2. Female|.","1. Male|2. Female|.","",""
"V044509A","V044509A","character","character",".",".","",""
"V044509B","V044509B","factor","factor","02. Republican candidate in open Senate race|04. Republican Senate running incumbent|06. Republican Senate challenger|.","02. Republican candidate in open Senate race|04. Republican Senate running incumbent|06. Republican Senate challenger|.","",""
"V044509C","V044509C","factor","factor","1. Male|2. Female|.","1. Male|2. Female|.","",""
"V044510A","V044510A","character","character","Allen Buckley|James N. Clymer|James P. Gray|Marilyn F. O' Grady||.","Allen Buckley|James N. Clymer|James P. Gray|Marilyn F. O' Grady||.","",""
"V044510B","V044510B","factor","factor","07. Independent/3rd-party Senate candidate - nonincumbent|08. Independent/3rd-party Senate candidate - 2nd nonincumen|09. Independent/3rd-party Senate incumbent|.","07. Independent/3rd-party Senate candidate - nonincumbent|08. Independent/3rd-party Senate candidate - 2nd nonincumen|09. Independent/3rd-party Senate incumbent|.","",""
"V044510C","V044510C","factor","factor","1. Male|2. Female|.","1. Male|2. Female|.","",""
"V044510D","V044510D","character","character","Conservative|Constitution|Libertarian||.","Conservative|Constitution|Libertarian||.","",""
